index,timeLocal,particleCount,avgSpeed,maxSpeed,minSpeed,avgLife,avgSize,avgDelay,dirBias,meanDirX,meanDirY,meanDirZ
54,0.7,4,390.157,396.839,385.062,3.188,0.058,0.027,0.998,0.85,-0.428,-0.298
55,0.701,4,377.211,394.557,364.588,3.188,0.06,0.025,0.997,-0.381,0.786,0.482
56,0.703,4,383.878,392.154,364.711,3.188,0.052,0.015,0.997,0.093,0.24,-0.963
57,0.703,4,388.808,391.307,385.814,3.188,0.057,0.013,0.998,-0.124,-0.99,0.014
58,0.704,4,380.777,392.154,373.589,3.188,0.067,0.019,0.997,0.402,-0.685,-0.603
59,0.705,4,378.1,392.154,363.52,3.188,0.06,0.016,0.997,0.617,-0.769,0.145
60,0.705,7,370.918,391.985,354.002,3.15,0.059,0.035,0.996,-0.173,0.825,-0.53
61,0.706,4,380.32,391.985,370.912,3.188,0.061,0.029,0.996,-0.17,0.886,-0.423
62,0.707,4,377.642,387.822,369.721,3.188,0.06,0.024,0.997,0.267,-0.245,0.929
63,0.709,4,376.55,388.461,367.388,3.188,0.063,0.018,0.997,-0.681,0.361,-0.632
64,0.715,4,386.019,391.628,382.563,3.188,0.058,0.013,0.999,-0.602,-0.677,-0.422
65,0.716,4,376.387,392.32,364.536,3.188,0.056,0.025,0.997,-0.425,0.873,0.226
66,0.717,3,382.468,390.429,377.908,3.187,0.07,0.01,0.997,-0.938,0.336,0.012
67,0.717,4,383.666,392.154,364.711,3.188,0.058,0.019,0.997,0.094,-0.247,-0.961
68,0.717,4,386.568,395.666,374.962,3.188,0.07,0.015,0.998,-0.831,0.37,0.409
69,0.718,4,388.529,396.983,377.313,3.188,0.064,0.018,0.998,-0.562,-0.813,0.145
70,0.719,7,389.787,402.319,362.641,3.15,0.058,0.019,0.997,-0.91,0.301,0.274
71,0.719,4,372.534,384.298,358.335,3.188,0.071,0.024,0.998,-0.465,0.316,0.824
72,0.724,2,362.3,362.881,361.72,3.11,0.058,0.005,0.999,-0.652,-0.756,-0.039
73,0.725,4,382.301,395.323,362.976,3.188,0.062,0.012,0.997,0.312,-0.941,0.101
74,0.727,4,370.866,392.989,357.683,3.188,0.06,0.026,0.997,-0.461,0.82,-0.327
75,0.727,4,377.765,383.276,371.759,3.188,0.061,0.014,0.998,0.007,-0.977,-0.203
76,0.728,4,374.084,380.459,368.235,3.188,0.062,0.014,0.998,-0.681,-0.367,-0.631
77,0.728,4,367.849,384.298,358.335,3.188,0.057,0.029,0.998,-0.462,-0.323,0.823
78,0.73,4,370.526,388.63,358.165,3.188,0.061,0.019,0.997,0.48,-0.714,-0.504
79,0.73,7,374.593,391.307,361.281,3.15,0.057,0.027,0.997,0.099,-0.955,-0.27
80,0.731,4,383.512,390.834,374.962,3.188,0.053,0.019,0.998,-0.829,-0.377,0.41
81,0.731,7,387.738,402.15,368.093,3.15,0.061,0.024,0.998,-0.911,-0.3,0.275
82,0.731,3,377.041,385.953,369.751,3.187,0.063,0.005,0.997,-0.77,0.551,0.312
83,0.732,3,380.091,391.963,371.072,3.187,0.062,0.012,0.996,-0.355,0.552,-0.749
84,0.737,4,378.576,396.735,360.173,3.188,0.049,0.022,0.997,0.4,-0.899,-0.161
85,0.741,4,375.608,388.878,357.391,3.188,0.063,0.022,0.997,-0.165,-0.931,0.316
86,0.741,3,376.668,379.069,373.027,3.187,0.06,0.006,0.998,-0.921,-0.384,0.013
87,0.742,5,359.724,367.213,352.841,3.164,0.059,0.015,0.995,0.281,-0.003,-0.954
88,0.744,3,365.722,370.912,361.72,3.187,0.058,0.012,0.997,-0.05,-0.915,0.391
89,0.746,3,366.943,376.266,355.657,3.187,0.056,0.011,0.999,-0.746,-0.59,0.305
90,0.746,6,380.343,392.009,364.537,3.185,0.06,0.014,0.997,0.218,-0.935,-0.266
91,0.748,4,373.872,385.953,353.146,3.188,0.059,0.013,0.997,0.31,-0.892,0.317
92,0.753,3,365.105,371.581,361.385,3.187,0.057,0.012,0.996,-0.096,0.378,-0.916
93,0.755,3,371.146,379.947,364.588,3.187,0.057,0.008,0.997,-0.385,-0.789,0.474
94,0.755,3,368.4,369.751,366.405,3.187,0.069,0.007,0.998,-0.22,-0.966,-0.114
95,0.757,3,368.037,376.391,356.648,3.187,0.074,0.007,0.998,-0.343,-0.591,-0.727
96,0.762,3,371.167,382.837,361.228,3.187,0.056,0.011,0.997,-0.88,0.372,-0.283
97,0.765,5,364.516,372.567,354.849,3.164,0.059,0.015,0.996,-0.173,-0.817,-0.544
98,0.766,4,371.865,380.599,358.165,3.188,0.059,0.014,0.998,-0.166,-0.89,-0.419
99,0.766,3,371.077,378.274,364.536,3.187,0.06,0.011,0.998,-0.427,-0.874,0.223
100,0.77,3,363.655,370.912,358.335,3.187,0.062,0.012,0.996,-0.223,0.334,-0.911
101,0.772,3,363.373,370.912,358.335,3.187,0.05,0.011,0.996,-0.35,0.206,-0.909
102,0.777,3,359.657,362.35,355.236,3.187,0.064,0.006,0.997,-0.093,-0.425,-0.897
103,0.785,3,363.774,369.416,358.53,3.187,0.06,0.006,0.998,-0.465,-0.824,-0.319
104,0.786,3,363.84,369.437,360.855,3.187,0.061,0.006,0.999,-0.863,-0.419,-0.277
105,0.791,3,358.629,360.872,356.679,3.187,0.059,0.008,0.997,-0.345,-0.258,-0.899
106,0.794,3,357.461,361.72,352.329,3.187,0.054,0.008,0.997,-0.218,-0.382,-0.894
