index,timeLocal,particleCount,avgSpeed,maxSpeed,minSpeed,avgLife,avgSize,avgDelay,dirBias,meanDirX,meanDirY,meanDirZ
22,0.677,4,391.059,398.395,383.524,3.188,0.082,0.021,0.998,0.766,0.421,-0.482
23,0.678,4,386.283,391.555,378.986,3.188,0.086,0.024,0.997,0.094,-0.511,0.851
24,0.678,4,383.451,395.561,366.018,3.188,0.082,0.029,0.997,0.003,0.882,-0.464
25,0.679,4,388.435,392.646,385.784,3.188,0.088,0.029,0.997,-0.083,-0.294,0.949
26,0.68,7,375.246,392.187,360.872,3.15,0.077,0.033,0.998,0.966,-0.001,-0.249
27,0.682,4,384.874,398.008,375.388,3.188,0.074,0.027,0.997,-0.084,0.972,-0.206
28,0.683,4,388.542,399.138,378.204,3.188,0.076,0.022,0.998,-0.474,0.452,0.753
29,0.683,4,381.433,397.167,369.244,3.188,0.08,0.017,0.998,0.133,0.971,0.185
30,0.685,4,378.981,391.985,369.751,3.188,0.082,0.022,0.998,-0.083,0.84,0.532
31,0.685,4,389.585,398.178,382.081,3.188,0.06,0.02,0.999,0.885,0.457,-0.076
32,0.686,4,387.972,393.99,379.618,3.188,0.076,0.018,0.998,0.805,0.373,0.458
33,0.686,4,388.035,394.497,384.371,3.188,0.081,0.028,0.998,0.764,-0.429,-0.478
34,0.686,4,390.377,399.405,379.743,3.188,0.076,0.016,0.998,0.265,0.8,0.535
35,0.686,4,381.235,391.307,368.874,3.188,0.071,0.016,0.997,0.666,-0.687,0.278
36,0.69,4,386.105,393.056,373.489,3.188,0.087,0.019,0.998,0.44,0.408,0.797
37,0.69,4,373.828,392.476,362.211,3.188,0.079,0.022,0.997,-0.04,0.96,0.269
38,0.691,4,380.319,391.985,370.912,3.188,0.076,0.03,0.996,-0.343,0.755,-0.552
39,0.692,4,382.667,393.072,374.793,3.188,0.076,0.028,0.998,-0.47,-0.459,0.751
40,0.692,4,380.105,395.466,371.215,3.188,0.083,0.023,0.997,-0.253,0.103,0.959
41,0.692,4,376.633,388.461,364.023,3.188,0.081,0.025,0.997,-0.555,0.748,0.356
42,0.695,4,382.116,392.154,373.224,3.188,0.086,0.024,0.997,0.801,-0.381,0.456
43,0.695,4,382.327,391.985,375.244,3.188,0.066,0.025,0.997,-0.259,0.935,0.23
44,0.695,4,380.105,387.613,372.85,3.188,0.077,0.018,0.999,-0.643,-0.762,0.057
45,0.696,4,393.645,400.468,389.286,3.188,0.076,0.013,0.997,0.095,-0.987,0.102
46,0.696,4,383.452,398.178,370.181,3.188,0.092,0.027,0.997,0.88,-0.464,-0.074
47,0.698,4,385.885,393.001,379.582,3.188,0.083,0.021,0.997,0.59,-0.745,-0.301
48,0.699,4,380.777,391.985,370.912,3.188,0.088,0.03,0.996,-0.301,0.801,-0.511
49,0.699,4,378.832,391.221,366.835,3.188,0.079,0.025,0.997,0.438,-0.416,0.793
50,0.699,4,385.885,393.001,379.582,3.188,0.094,0.021,0.997,0.588,-0.788,-0.165
51,0.701,4,388.39,392.311,385.145,3.188,0.083,0.019,0.997,0.138,-0.987,-0.03
52,0.701,4,377.718,396.313,370.108,3.188,0.074,0.028,0.997,-0.252,-0.112,0.958
53,0.704,4,376.761,392.154,358.165,3.188,0.08,0.02,0.997,0.575,-0.814,-0.03
54,0.705,4,381.948,391.985,367.388,3.188,0.082,0.025,0.997,0.309,0.847,-0.426
55,0.708,4,384.586,392.989,374.397,3.188,0.071,0.021,0.997,-0.827,0.544,-0.119
56,0.711,4,377.18,392.989,367.882,3.188,0.089,0.029,0.997,-0.511,0.832,-0.203
57,0.711,4,393.444,399.077,381.307,3.188,0.077,0.014,0.997,0.362,0.287,-0.884
58,0.712,4,376.761,387.822,363.52,3.188,0.08,0.021,0.997,-0.297,-0.72,0.622
59,0.712,4,372.534,383.107,362.881,3.188,0.067,0.019,0.997,-0.638,0.104,-0.76
60,0.712,4,379.438,388.461,370.912,3.188,0.075,0.015,0.997,0.047,0.19,-0.977
61,0.714,4,384.759,392.154,375.075,3.188,0.091,0.016,0.997,0.497,-0.83,0.237
62,0.717,4,393.755,398.008,391.642,3.188,0.079,0.014,0.998,-0.124,-0.987,-0.073
63,0.721,4,393.13,399.077,380.177,3.188,0.076,0.019,0.997,0.363,-0.294,-0.881
64,0.721,4,380.565,386.975,366.197,3.188,0.081,0.018,0.998,-0.301,-0.95,0.058
65,0.726,4,372.866,393.554,360.133,3.188,0.09,0.019,0.997,-0.714,0.441,-0.538
66,0.727,4,375.925,383.276,370.912,3.188,0.071,0.018,0.997,0.048,-0.197,-0.976
67,0.728,3,385.369,394.779,378.242,3.187,0.089,0.006,0.997,-0.898,0.423,0.097
68,0.729,3,374.636,382.063,367.408,3.187,0.073,0.005,0.996,0.119,-0.972,0.184
69,0.73,3,374.646,378.943,369.751,3.187,0.077,0.012,0.996,-0.093,-0.843,0.523
70,0.73,4,372.534,383.107,362.881,3.188,0.087,0.014,0.998,-0.637,-0.11,-0.76
71,0.731,3,385.533,390.112,377.908,3.187,0.077,0.005,0.996,0.248,-0.808,0.527
72,0.734,4,382.116,385.814,374.397,3.188,0.092,0.013,0.999,-0.825,-0.55,-0.118
73,0.735,4,375.221,388.63,363.206,3.188,0.088,0.015,0.998,0.007,-0.885,-0.46
74,0.735,3,367.894,375.105,362.211,3.187,0.087,0.013,0.997,-0.05,-0.959,0.265
75,0.736,4,383.258,394.128,362.037,3.188,0.076,0.014,0.998,-0.852,0.275,0.441
76,0.74,4,381.195,383.401,375.67,3.188,0.083,0.012,0.998,-0.079,-0.974,-0.202
77,0.743,4,368.602,382.468,355.488,3.188,0.089,0.019,0.998,-0.55,-0.753,0.357
78,0.744,3,375.141,383.085,364.097,3.187,0.078,0.012,0.999,-0.877,-0.467,0.097
79,0.745,4,379.533,394.128,362.037,3.188,0.086,0.019,0.998,-0.85,-0.282,0.442
80,0.746,4,373.872,384.298,358.165,3.188,0.085,0.018,0.998,-0.253,-0.937,0.231
81,0.747,4,365.833,376.674,360.133,3.188,0.084,0.014,0.999,-0.713,-0.447,-0.538
82,0.752,8,374.959,381.76,366.197,3.147,0.076,0.017,0.998,-0.328,-0.784,-0.522
83,0.755,4,373.705,390.638,358.165,3.188,0.073,0.019,0.997,0.31,-0.849,-0.42
84,0.756,3,367.225,375.244,356.679,3.187,0.078,0.011,0.997,-0.924,0.079,-0.368
85,0.763,3,373.471,380.951,366.366,3.187,0.071,0.011,0.996,-0.397,0.252,-0.878
86,0.77,4,368.659,377.113,358.061,3.188,0.082,0.013,0.999,-0.506,-0.837,-0.2
87,0.775,3,366.05,371.72,357.526,3.187,0.064,0.008,0.998,-0.919,-0.131,-0.366
88,0.782,3,368.34,373.097,365.558,3.187,0.097,0.008,0.997,-0.391,-0.303,-0.866
