index,timeLocal,particleCount,avgSpeed,maxSpeed,minSpeed,avgLife,avgSize,avgDelay,dirBias,meanDirX,meanDirY,meanDirZ
46,0.708,4,379.611,391.985,367.882,3.188,0.057,0.025,0.997,-0.471,0.836,0.271
47,0.709,4,378.536,395.948,360.925,3.188,0.068,0.025,0.997,0.347,0.835,-0.42
48,0.709,4,375.211,391.985,366.366,3.188,0.062,0.03,0.997,-0.511,0.789,-0.332
49,0.71,4,379.399,392.654,366.227,3.188,0.066,0.025,0.997,0.307,0.887,-0.337
50,0.711,4,376.092,391.985,362.034,3.188,0.059,0.029,0.996,-0.211,0.833,-0.504
51,0.712,4,385.255,387.822,379.752,3.188,0.069,0.019,0.999,-0.793,-0.559,0.236
52,0.717,4,377.431,393.493,358.835,3.188,0.062,0.02,0.997,0.441,-0.894,0.014
53,0.722,4,379.438,389.308,361.012,3.188,0.056,0.015,0.998,-0.907,0.105,0.404
54,0.723,4,381.446,391.985,371.72,3.188,0.06,0.021,0.997,-0.777,0.496,-0.379
55,0.724,7,378.185,393.316,358.165,3.15,0.058,0.031,0.997,0.106,-0.908,-0.398
56,0.725,4,378.1,383.136,375.244,3.188,0.063,0.013,0.999,-0.688,-0.589,-0.421
57,0.728,4,378.769,391.985,362.881,3.188,0.06,0.02,0.996,-0.213,0.538,-0.812
58,0.731,4,372.534,389.308,355.658,3.188,0.059,0.02,0.997,-0.803,0.57,-0.158
59,0.732,4,378.1,387.822,361.012,3.188,0.053,0.02,0.998,-0.906,-0.112,0.404
60,0.735,4,379.606,392.154,360.842,3.188,0.062,0.015,0.997,0.314,-0.904,0.278
61,0.735,3,366.615,370.912,361.72,3.187,0.06,0.012,0.996,-0.008,-0.917,0.391
62,0.736,3,375.528,392.05,361.542,3.187,0.063,0.015,0.997,0.547,-0.765,-0.33
63,0.737,4,375.93,388.878,363.154,3.188,0.063,0.018,0.998,-0.552,-0.799,0.229
64,0.738,4,361.614,372.428,354.002,3.188,0.059,0.014,0.998,-0.417,-0.659,-0.623
65,0.746,3,366.333,370.912,358.335,3.187,0.056,0.008,0.998,-0.552,-0.831,-0.029
66,0.749,4,377.888,383.137,371.72,3.188,0.066,0.014,0.999,-0.776,-0.503,-0.378
67,0.749,3,366.333,372.567,362.034,3.187,0.054,0.011,0.997,-0.965,0.079,-0.241
68,0.751,4,375.635,386.975,356.827,3.188,0.063,0.018,0.997,-0.209,-0.888,0.403
69,0.753,4,374.33,380.459,362.881,3.188,0.058,0.014,0.998,-0.21,-0.544,-0.81
70,0.756,4,366.299,374.258,355.657,3.188,0.056,0.014,0.999,-0.801,-0.576,-0.157
71,0.758,4,370.487,383.472,355.488,3.188,0.066,0.019,0.998,-0.465,-0.84,0.272
72,0.76,4,369.438,385.953,352.811,3.188,0.062,0.019,0.997,0.309,-0.888,-0.332
73,0.761,3,371.969,383.276,362.881,3.187,0.069,0.012,0.997,-0.89,0.377,-0.244
74,0.762,8,365.958,374.332,355.488,3.147,0.06,0.017,0.998,-0.534,-0.77,-0.343
75,0.765,3,373.015,385.618,361.772,3.187,0.061,0.005,0.997,0.331,-0.845,-0.413
76,0.768,3,363.983,366.366,362.034,3.187,0.072,0.007,0.998,-0.96,-0.131,-0.239
77,0.77,4,367.18,375.244,355.488,3.188,0.058,0.014,0.998,-0.207,-0.838,-0.501
78,0.786,3,365.722,369.751,362.881,3.187,0.067,0.008,0.999,-0.873,-0.423,-0.238
