index,timeLocal,particleCount,avgSpeed,maxSpeed,minSpeed,avgLife,avgSize,avgDelay,dirBias,meanDirX,meanDirY,meanDirZ
74,0.727,4,234.512,249.003,225.783,2.588,0.06,0.026,0.998,-0.462,0.821,-0.329
75,0.727,4,238.878,242.892,234.69,2.588,0.061,0.014,0.998,0.007,-0.977,-0.204
76,0.728,4,236.548,239.951,232.46,2.588,0.062,0.014,0.999,-0.68,-0.369,-0.632
77,0.728,4,232.602,242.625,227.109,2.588,0.057,0.029,0.998,-0.463,-0.325,0.823
78,0.73,4,234.297,246.28,226.966,2.588,0.061,0.019,0.998,0.479,-0.715,-0.505
79,0.73,7,236.969,247.974,227.83,2.55,0.057,0.027,0.998,0.102,-0.955,-0.272
80,0.731,4,242.514,246.761,237.631,2.588,0.053,0.019,0.999,-0.829,-0.379,0.408
81,0.731,7,245.287,254.8,233.291,2.55,0.061,0.024,0.999,-0.911,-0.304,0.274
82,0.731,3,238.256,244.586,233.174,2.587,0.063,0.005,0.998,-0.768,0.556,0.311
83,0.732,3,240.186,247.475,235.169,2.587,0.062,0.012,0.997,-0.352,0.556,-0.75
84,0.737,4,239.391,251.409,228.237,2.588,0.049,0.022,0.998,0.399,-0.9,-0.162
85,0.741,4,237.513,245.523,226.476,2.588,0.063,0.022,0.998,-0.166,-0.933,0.314
86,0.741,3,238.02,239.316,236.407,2.587,0.06,0.006,0.999,-0.923,-0.382,0.011
87,0.742,5,227.568,232.727,222.474,2.564,0.059,0.015,0.996,0.285,-0.006,-0.955
88,0.744,3,231.093,234.154,228.092,2.587,0.058,0.012,0.998,-0.049,-0.917,0.391
89,0.746,3,231.865,237.542,225.415,2.587,0.056,0.011,0.999,-0.748,-0.589,0.304
90,0.746,6,240.727,248.425,231.278,2.585,0.06,0.014,0.997,0.218,-0.936,-0.267
91,0.748,4,236.414,244.586,223.79,2.588,0.059,0.013,0.998,0.31,-0.894,0.316
92,0.753,3,230.703,234.578,227.88,2.587,0.057,0.012,0.997,-0.094,0.381,-0.916
93,0.755,3,234.525,239.872,231.066,2.587,0.057,0.008,0.998,-0.385,-0.789,0.474
94,0.755,3,232.787,233.885,231.302,2.587,0.069,0.007,0.998,-0.219,-0.967,-0.116
95,0.757,3,232.558,237.377,225.128,2.587,0.074,0.007,0.998,-0.342,-0.589,-0.73
96,0.762,3,234.539,242.614,228.026,2.587,0.056,0.011,0.998,-0.879,0.376,-0.285
97,0.765,5,230.6,236.115,223.989,2.564,0.059,0.015,0.997,-0.17,-0.819,-0.543
98,0.766,4,235.144,241.198,226.966,2.588,0.059,0.014,0.998,-0.166,-0.89,-0.42
99,0.766,3,234.481,238.813,231.033,2.587,0.06,0.011,0.998,-0.428,-0.874,0.222
100,0.77,3,229.785,234.154,227.109,2.587,0.062,0.012,0.997,-0.221,0.337,-0.912
101,0.772,3,229.606,234.154,227.109,2.587,0.05,0.011,0.997,-0.348,0.209,-0.911
102,0.777,3,227.255,229.65,224.234,2.587,0.064,0.006,0.998,-0.092,-0.422,-0.899
103,0.785,3,229.86,232.963,226.319,2.587,0.06,0.006,0.999,-0.465,-0.823,-0.322
104,0.786,3,229.902,232.976,228.026,2.587,0.061,0.006,0.999,-0.864,-0.417,-0.279
105,0.791,3,226.604,227.556,225.147,2.587,0.059,0.008,0.998,-0.344,-0.255,-0.901
106,0.794,3,225.865,228.092,222.395,2.587,0.054,0.008,0.998,-0.217,-0.379,-0.897
