index,timeLocal,particleCount,avgSpeed,maxSpeed,minSpeed,avgLife,avgSize,avgDelay,dirBias,meanDirX,meanDirY,meanDirZ
46,0.69,4,386.105,393.056,373.489,3.188,0.089,0.019,0.998,0.44,0.408,0.797
47,0.69,4,373.828,392.476,362.211,3.188,0.067,0.022,0.997,-0.04,0.96,0.269
48,0.691,4,380.319,391.985,370.912,3.188,0.107,0.03,0.996,-0.343,0.755,-0.552
49,0.692,4,382.667,393.072,374.793,3.188,0.073,0.028,0.998,-0.47,-0.459,0.751
50,0.692,4,380.105,395.466,371.215,3.188,0.085,0.023,0.997,-0.253,0.103,0.959
51,0.692,4,376.633,388.461,364.023,3.188,0.069,0.025,0.997,-0.555,0.748,0.356
52,0.693,4,385.674,391.985,380.599,3.188,0.087,0.025,0.997,-0.392,0.897,0.188
53,0.695,4,382.116,392.154,373.224,3.188,0.072,0.024,0.997,0.801,-0.381,0.456
54,0.695,4,382.327,391.985,375.244,3.188,0.084,0.025,0.997,-0.259,0.935,0.23
55,0.695,4,380.105,387.613,372.85,3.188,0.08,0.018,0.999,-0.643,-0.762,0.057
56,0.696,4,376.092,392.989,368.039,3.188,0.078,0.03,0.997,-0.383,0.92,-0.031
57,0.696,4,393.645,400.468,389.286,3.188,0.069,0.013,0.997,0.095,-0.987,0.102
58,0.696,4,383.452,398.178,370.181,3.188,0.082,0.027,0.997,0.88,-0.464,-0.074
59,0.698,4,385.885,393.001,379.582,3.188,0.077,0.021,0.997,0.59,-0.745,-0.301
60,0.699,4,380.777,391.985,370.912,3.188,0.083,0.03,0.996,-0.301,0.801,-0.511
61,0.699,4,378.832,391.221,366.835,3.188,0.077,0.025,0.997,0.438,-0.416,0.793
62,0.699,14,379.491,392.469,360.312,3.127,0.083,0.026,0.997,0.605,-0.785,-0.1
63,0.7,4,379.065,391.985,362.034,3.188,0.079,0.025,0.997,0.307,0.8,-0.51
64,0.701,4,388.39,392.311,385.145,3.188,0.073,0.019,0.997,0.138,-0.987,-0.03
65,0.701,4,377.718,396.313,370.108,3.188,0.087,0.028,0.997,-0.252,-0.112,0.958
66,0.705,4,381.948,391.985,367.388,3.188,0.077,0.025,0.997,0.309,0.847,-0.426
67,0.707,4,382.785,392.154,370.912,3.188,0.097,0.018,0.997,0.05,-0.556,-0.827
68,0.708,4,371.195,388.461,359.356,3.188,0.089,0.022,0.997,-0.677,0.571,-0.457
69,0.708,4,384.586,392.989,374.397,3.188,0.075,0.021,0.997,-0.827,0.544,-0.119
70,0.711,4,377.18,392.989,367.882,3.188,0.079,0.029,0.997,-0.511,0.832,-0.203
71,0.711,4,393.444,399.077,381.307,3.188,0.096,0.014,0.997,0.362,0.287,-0.884
72,0.712,4,376.761,387.822,363.52,3.188,0.074,0.021,0.997,-0.297,-0.72,0.622
73,0.712,4,372.534,383.107,362.881,3.188,0.087,0.019,0.997,-0.638,0.104,-0.76
74,0.712,4,379.438,388.461,370.912,3.188,0.081,0.015,0.997,0.047,0.19,-0.977
75,0.714,4,384.759,392.154,375.075,3.188,0.089,0.016,0.997,0.497,-0.83,0.237
76,0.717,4,393.755,398.008,391.642,3.188,0.075,0.014,0.998,-0.124,-0.987,-0.073
77,0.721,4,393.13,399.077,380.177,3.188,0.082,0.019,0.997,0.363,-0.294,-0.881
78,0.721,4,380.565,386.975,366.197,3.188,0.073,0.018,0.998,-0.301,-0.95,0.058
79,0.726,4,372.866,393.554,360.133,3.188,0.076,0.019,0.997,-0.714,0.441,-0.538
80,0.727,4,375.925,383.276,370.912,3.188,0.077,0.018,0.997,0.048,-0.197,-0.976
81,0.728,4,378.769,387.822,367.044,3.188,0.076,0.02,0.997,-0.211,-0.812,0.539
82,0.728,3,385.369,394.779,378.242,3.187,0.069,0.006,0.997,-0.898,0.423,0.097
83,0.729,3,374.636,382.063,367.408,3.187,0.097,0.005,0.996,0.119,-0.972,0.184
84,0.73,3,374.646,378.943,369.751,3.187,0.071,0.012,0.996,-0.093,-0.843,0.523
85,0.73,4,372.534,383.107,362.881,3.188,0.074,0.014,0.998,-0.637,-0.11,-0.76
86,0.731,3,385.533,390.112,377.908,3.187,0.077,0.005,0.996,0.248,-0.808,0.527
87,0.734,4,382.116,385.814,374.397,3.188,0.077,0.013,0.999,-0.825,-0.55,-0.118
88,0.735,4,375.221,388.63,363.206,3.188,0.088,0.015,0.998,0.007,-0.885,-0.46
89,0.735,4,365.384,375.105,360.204,3.188,0.073,0.013,0.999,-0.675,-0.578,-0.456
90,0.735,3,367.894,375.105,362.211,3.187,0.077,0.013,0.997,-0.05,-0.959,0.265
91,0.736,4,383.258,394.128,362.037,3.188,0.084,0.014,0.998,-0.852,0.275,0.441
92,0.737,4,379.227,391.307,363.52,3.188,0.076,0.019,0.997,0.183,-0.948,-0.25
93,0.737,4,376.092,384.298,361.69,3.188,0.073,0.019,0.998,-0.428,-0.896,0.101
94,0.74,4,381.195,383.401,375.67,3.188,0.078,0.012,0.998,-0.079,-0.974,-0.202
95,0.743,4,368.602,382.468,355.488,3.188,0.09,0.019,0.998,-0.55,-0.753,0.357
96,0.744,4,379.438,386.975,367.044,3.188,0.092,0.019,0.998,-0.387,-0.9,0.189
97,0.744,3,375.141,383.085,364.097,3.187,0.075,0.012,0.999,-0.877,-0.467,0.097
98,0.745,4,379.533,394.128,362.037,3.188,0.083,0.019,0.998,-0.85,-0.282,0.442
99,0.746,4,373.872,384.298,358.165,3.188,0.078,0.018,0.998,-0.253,-0.937,0.231
100,0.747,4,365.833,376.674,360.133,3.188,0.076,0.014,0.999,-0.713,-0.447,-0.538
101,0.75,8,373.015,387.135,358.165,3.147,0.08,0.021,0.996,0.298,-0.832,-0.46
102,0.752,8,374.959,381.76,366.197,3.147,0.081,0.017,0.998,-0.328,-0.784,-0.522
103,0.756,3,367.225,375.244,356.679,3.187,0.077,0.011,0.997,-0.924,0.079,-0.368
104,0.756,3,370.46,372.92,368.039,3.187,0.075,0.007,0.998,-0.387,-0.919,-0.029
105,0.763,3,373.471,380.951,366.366,3.187,0.081,0.011,0.996,-0.397,0.252,-0.878
106,0.77,4,368.659,377.113,358.061,3.188,0.083,0.013,0.999,-0.506,-0.837,-0.2
107,0.775,3,366.05,371.72,357.526,3.187,0.085,0.008,0.998,-0.919,-0.131,-0.366
108,0.782,3,368.34,373.097,365.558,3.187,0.065,0.008,0.997,-0.391,-0.303,-0.866
