index,timeLocal,particleCount,avgSpeed,maxSpeed,minSpeed,avgLife,avgSize,avgDelay,dirBias,meanDirX,meanDirY,meanDirZ
25,0.696,4,383.807,392.824,377.313,3.188,0.086,0.023,0.998,0.936,-0.205,0.28
26,0.698,4,380.403,391.985,372.428,3.188,0.077,0.023,0.998,-0.126,0.883,0.446
27,0.699,4,372.746,391.985,364.397,3.188,0.093,0.025,0.997,-0.254,0.959,0.097
28,0.7,4,381.943,392.973,371.586,3.188,0.082,0.018,0.998,0.177,0.93,0.316
29,0.701,4,371.195,385.784,355.657,3.188,0.097,0.022,0.997,-0.421,0.739,0.522
30,0.702,4,380.989,387.822,372.567,3.188,0.103,0.021,0.998,-0.738,-0.245,0.626
31,0.704,4,380.139,397.114,367.801,3.188,0.09,0.018,0.998,0.305,0.922,0.228
32,0.704,4,376.761,392.154,358.165,3.188,0.08,0.016,0.997,0.574,-0.813,0.058
33,0.705,4,374.084,391.985,360.204,3.188,0.09,0.03,0.997,-0.083,0.919,-0.376
34,0.707,4,378.536,392.476,360.256,3.188,0.08,0.019,0.998,0.434,0.794,-0.42
35,0.71,4,382.618,389.299,374.928,3.188,0.096,0.015,0.997,0.091,0.147,-0.982
36,0.712,5,376.634,384.155,369.751,3.164,0.091,0.015,0.995,0.508,-0.004,-0.856
37,0.715,3,363.938,367.213,361.72,3.187,0.067,0.009,0.997,-0.673,-0.035,-0.736
38,0.716,3,395.436,397.613,392.119,3.187,0.077,0.011,0.996,-0.053,0.078,-0.991
39,0.717,4,376.55,391.138,358.335,3.188,0.097,0.02,0.998,-0.893,0.445,0.012
40,0.724,4,380.165,392.719,362.516,3.188,0.087,0.014,0.996,0.399,-0.768,0.494
41,0.724,4,379.271,389.299,374.928,3.188,0.082,0.018,0.997,0.091,-0.154,-0.981
42,0.729,4,370.314,383.106,354.849,3.188,0.078,0.019,0.997,-0.591,0.104,-0.797
43,0.738,4,368.306,378.943,356.335,3.188,0.105,0.019,0.999,-0.591,-0.793,0.142
44,0.739,3,393.24,397.613,389.987,3.187,0.08,0.008,0.996,-0.052,-0.133,-0.986
45,0.74,3,373.471,383.276,366.227,3.187,0.091,0.006,0.996,0.512,0.123,-0.846
46,0.742,4,370.526,378.943,358.335,3.188,0.086,0.014,0.999,-0.891,-0.452,0.013
47,0.744,4,373.872,388.461,358.335,3.188,0.062,0.02,0.998,-0.937,0.275,-0.202
48,0.745,3,376.543,381.621,372.428,3.187,0.092,0.012,0.997,-0.136,-0.885,0.438
49,0.747,3,373.89,390.094,361.103,3.187,0.082,0.014,0.997,0.418,-0.805,-0.414
50,0.747,4,369.645,380.429,354.849,3.188,0.095,0.014,0.998,-0.59,-0.109,-0.797
51,0.747,3,366.332,378.943,355.657,3.187,0.074,0.012,0.997,-0.424,-0.743,0.513
52,0.748,3,376.431,380.599,369.751,3.187,0.092,0.005,0.996,0.162,-0.932,0.312
53,0.748,4,364.291,372.567,355.488,3.188,0.086,0.014,0.998,-0.207,-0.749,-0.627
54,0.749,3,366.615,369.082,364.397,3.187,0.104,0.011,0.997,-0.26,-0.958,0.097
55,0.749,3,370.794,383.276,362.881,3.187,0.1,0.013,0.996,0.508,-0.18,-0.838
56,0.752,3,372.645,377.252,365.965,3.187,0.093,0.005,0.996,0.288,-0.927,0.226
57,0.752,4,373.661,380.459,366.197,3.188,0.085,0.014,0.999,-0.556,-0.76,-0.333
58,0.753,4,370.649,383.106,351.325,3.188,0.1,0.018,0.997,-0.336,0.146,-0.927
59,0.765,3,368.117,374.397,360.204,3.187,0.103,0.008,0.998,-0.093,-0.923,-0.367
60,0.769,4,370.526,377.782,358.335,3.188,0.062,0.013,0.999,-0.937,-0.281,-0.201
61,0.771,4,368.641,375.105,351.325,3.188,0.084,0.014,0.997,-0.336,-0.152,-0.927
